,open,high,low,close,adjclose,volume,ticker
2018-06-19,397.6000061035156,398.6499938964844,384.5,389.95001220703125,383.7924499511719,1318552.0,ICICIPRULI.NS
2018-06-20,392.0,394.1000061035156,386.20001220703125,388.29998779296875,382.1684265136719,899056.0,ICICIPRULI.NS
2018-06-21,388.8500061035156,390.3999938964844,386.3999938964844,389.0,382.857421875,738173.0,ICICIPRULI.NS
2018-06-22,392.45001220703125,394.3500061035156,387.54998779296875,389.6499938964844,383.4971618652344,682401.0,ICICIPRULI.NS
2018-06-25,389.5,391.54998779296875,379.79998779296875,380.3999938964844,374.3932189941406,988064.0,ICICIPRULI.NS
2018-06-26,379.29998779296875,382.5,372.79998779296875,374.70001220703125,368.78326416015625,2381930.0,ICICIPRULI.NS
2018-06-27,376.3999938964844,380.95001220703125,374.0,375.79998779296875,369.8658447265625,1724437.0,ICICIPRULI.NS
2018-06-28,376.0,377.6499938964844,367.20001220703125,369.8999938964844,364.0589904785156,2743236.0,ICICIPRULI.NS
2018-06-29,370.3999938964844,380.1000061035156,370.3999938964844,377.29998779296875,371.3421325683594,1057114.0,ICICIPRULI.NS
2018-07-02,378.0,378.0,371.45001220703125,374.20001220703125,368.2911376953125,569727.0,ICICIPRULI.NS
2018-07-03,365.25,378.54998779296875,361.25,375.20001220703125,369.275390625,1989096.0,ICICIPRULI.NS
2018-07-04,377.25,377.25,368.5,370.04998779296875,364.2066650390625,821415.0,ICICIPRULI.NS
2018-07-05,370.79998779296875,373.54998779296875,366.20001220703125,367.04998779296875,361.2540283203125,722974.0,ICICIPRULI.NS
2018-07-06,369.95001220703125,370.8999938964844,366.54998779296875,369.45001220703125,363.61614990234375,363571.0,ICICIPRULI.NS
2018-07-09,371.25,374.95001220703125,371.0,372.1499938964844,366.2734375,581188.0,ICICIPRULI.NS
2018-07-10,374.0,376.54998779296875,372.29998779296875,374.70001220703125,368.78326416015625,434903.0,ICICIPRULI.NS
2018-07-11,370.5,374.1000061035156,364.79998779296875,365.45001220703125,359.6792907714844,688791.0,ICICIPRULI.NS
2018-07-12,366.5,370.25,360.1000061035156,361.95001220703125,356.2345275878906,1169293.0,ICICIPRULI.NS
2018-07-13,362.0,363.25,353.54998779296875,361.70001220703125,355.988525390625,1151400.0,ICICIPRULI.NS
2018-07-16,366.0,366.0,350.45001220703125,352.70001220703125,347.1306457519531,1171064.0,ICICIPRULI.NS
2018-07-17,351.95001220703125,360.6000061035156,348.5,357.3999938964844,351.7563781738281,2029949.0,ICICIPRULI.NS
2018-07-18,358.79998779296875,360.79998779296875,353.25,356.20001220703125,350.57537841796875,1908476.0,ICICIPRULI.NS
2018-07-19,356.0,356.79998779296875,347.25,349.20001220703125,343.6858825683594,1429355.0,ICICIPRULI.NS
2018-07-20,348.0,358.0,347.29998779296875,355.8500061035156,350.2308654785156,814237.0,ICICIPRULI.NS
2018-07-23,356.5,377.29998779296875,356.5,374.79998779296875,368.8816223144531,1998530.0,ICICIPRULI.NS
2018-07-24,378.70001220703125,388.8500061035156,373.29998779296875,385.75,379.65875244140625,2584132.0,ICICIPRULI.NS
2018-07-25,371.0,411.6000061035156,371.0,403.6000061035156,397.2268981933594,11807094.0,ICICIPRULI.NS
2018-07-26,401.0,419.0,401.0,413.3999938964844,406.87213134765625,8770062.0,ICICIPRULI.NS
2018-07-27,414.45001220703125,416.54998779296875,406.04998779296875,411.75,405.2481994628906,1312454.0,ICICIPRULI.NS
2018-07-30,409.6000061035156,423.25,409.6000061035156,421.25,414.59814453125,1990153.0,ICICIPRULI.NS
2018-07-31,420.20001220703125,422.75,413.3999938964844,418.54998779296875,411.9407958984375,1096474.0,ICICIPRULI.NS
2018-08-01,417.0,424.0,416.0,420.0,413.36785888671875,961357.0,ICICIPRULI.NS
2018-08-02,417.6000061035156,419.70001220703125,411.45001220703125,413.70001220703125,407.16741943359375,854010.0,ICICIPRULI.NS
2018-08-03,414.8500061035156,419.0,411.0,412.8999938964844,406.3800048828125,530471.0,ICICIPRULI.NS
2018-08-06,413.25,415.8999938964844,408.0,413.1000061035156,406.576904296875,547916.0,ICICIPRULI.NS
2018-08-07,413.1000061035156,428.0,413.1000061035156,420.25,413.61395263671875,1983517.0,ICICIPRULI.NS
2018-08-08,420.0,420.0,409.1499938964844,412.95001220703125,406.42926025390625,673280.0,ICICIPRULI.NS
2018-08-09,415.5,416.95001220703125,411.5,414.1000061035156,407.5610656738281,450437.0,ICICIPRULI.NS
2018-08-10,416.79998779296875,417.29998779296875,404.0,413.54998779296875,407.0197448730469,766441.0,ICICIPRULI.NS
2018-08-13,409.8500061035156,410.6000061035156,405.0,407.25,400.8192443847656,505791.0,ICICIPRULI.NS
2018-08-14,407.1000061035156,409.0,397.54998779296875,399.29998779296875,392.9947509765625,759753.0,ICICIPRULI.NS
2018-08-16,399.0,399.0,386.25,387.6000061035156,381.4794921875,1165682.0,ICICIPRULI.NS
2018-08-17,388.79998779296875,394.75,385.25,389.70001220703125,383.54638671875,957221.0,ICICIPRULI.NS
2018-08-20,393.8500061035156,396.8999938964844,386.1000061035156,388.0,381.87322998046875,1515575.0,ICICIPRULI.NS
2018-08-21,390.8999938964844,390.8999938964844,383.20001220703125,384.8999938964844,378.8221435546875,1601223.0,ICICIPRULI.NS
2018-08-23,390.0,390.70001220703125,375.75,378.95001220703125,372.9661560058594,1383893.0,ICICIPRULI.NS
2018-08-24,378.0,380.0,372.70001220703125,374.20001220703125,368.2911376953125,811623.0,ICICIPRULI.NS
2018-08-27,375.3999938964844,384.45001220703125,375.1000061035156,383.70001220703125,377.64111328125,839323.0,ICICIPRULI.NS
2018-08-28,380.0,383.3999938964844,378.5,380.0,373.9995422363281,741381.0,ICICIPRULI.NS
2018-08-29,380.8500061035156,385.0,380.5,382.54998779296875,376.50921630859375,628604.0,ICICIPRULI.NS
2018-08-30,382.6499938964844,384.0,375.5,377.1000061035156,371.14532470703125,1009670.0,ICICIPRULI.NS
2018-08-31,375.5,381.8999938964844,374.1000061035156,375.3500061035156,369.4229736328125,1324013.0,ICICIPRULI.NS
2018-09-03,375.5,385.8500061035156,375.3999938964844,380.6499938964844,374.63922119140625,891998.0,ICICIPRULI.NS
2018-09-04,380.3999938964844,381.6000061035156,368.0,368.95001220703125,363.1240234375,867563.0,ICICIPRULI.NS
2018-09-05,366.0,371.04998779296875,358.20001220703125,368.5,362.68115234375,2184023.0,ICICIPRULI.NS
2018-09-06,368.0,376.25,367.1000061035156,374.1499938964844,368.24188232421875,631555.0,ICICIPRULI.NS
2018-09-07,374.1499938964844,381.79998779296875,372.04998779296875,378.75,372.769287109375,581367.0,ICICIPRULI.NS
2018-09-10,381.0,383.79998779296875,372.3500061035156,373.8500061035156,367.9466552734375,721594.0,ICICIPRULI.NS
2018-09-11,375.8500061035156,375.95001220703125,370.25,372.8500061035156,366.9624328613281,736603.0,ICICIPRULI.NS
2018-09-12,372.0,374.1499938964844,360.54998779296875,362.75,357.02191162109375,1295959.0,ICICIPRULI.NS
2018-09-14,365.45001220703125,381.70001220703125,365.29998779296875,378.8500061035156,372.86767578125,2406915.0,ICICIPRULI.NS
2018-09-17,375.8500061035156,377.70001220703125,359.0,362.45001220703125,356.7266845703125,1809245.0,ICICIPRULI.NS
2018-09-18,362.79998779296875,362.79998779296875,357.04998779296875,358.45001220703125,352.7898254394531,1935766.0,ICICIPRULI.NS
2018-09-19,355.5,357.0,346.5,348.25,342.7508544921875,2900245.0,ICICIPRULI.NS
2018-09-21,354.0,354.0,327.54998779296875,338.75,333.40087890625,4350996.0,ICICIPRULI.NS
2018-09-24,340.0,344.25,330.3999938964844,334.45001220703125,329.1687927246094,1586047.0,ICICIPRULI.NS
2018-09-25,330.04998779296875,353.75,325.6499938964844,349.1000061035156,343.58746337890625,2735026.0,ICICIPRULI.NS
2018-09-26,350.0,350.0,340.1000061035156,343.6499938964844,338.2235412597656,1440663.0,ICICIPRULI.NS
2018-09-27,344.0,348.1499938964844,335.29998779296875,337.5,332.1706237792969,1364518.0,ICICIPRULI.NS
2018-09-28,338.1000061035156,342.54998779296875,328.1499938964844,333.75,328.4798278808594,1761461.0,ICICIPRULI.NS
2018-10-01,331.0,333.45001220703125,322.25,330.3999938964844,325.1827697753906,1282617.0,ICICIPRULI.NS
2018-10-03,331.0,337.04998779296875,328.54998779296875,330.3500061035156,325.133544921875,880648.0,ICICIPRULI.NS
2018-10-04,328.0,332.0,309.5,326.1499938964844,320.9998779296875,3021540.0,ICICIPRULI.NS
2018-10-05,325.0,328.0,313.3500061035156,321.20001220703125,316.1280212402344,1650839.0,ICICIPRULI.NS
2018-10-08,321.0,327.45001220703125,315.1000061035156,318.29998779296875,313.2737731933594,654470.0,ICICIPRULI.NS
2018-10-09,317.20001220703125,321.5,310.0,316.95001220703125,311.9451599121094,988089.0,ICICIPRULI.NS
2018-10-10,318.5,335.0,316.95001220703125,332.5,327.24957275390625,820475.0,ICICIPRULI.NS
2018-10-11,322.29998779296875,329.75,317.54998779296875,320.20001220703125,315.1438293457031,1026939.0,ICICIPRULI.NS
2018-10-12,323.0,329.45001220703125,316.8500061035156,318.3999938964844,313.37225341796875,1387309.0,ICICIPRULI.NS
2018-10-15,315.54998779296875,319.95001220703125,310.5,318.3500061035156,313.32305908203125,1280203.0,ICICIPRULI.NS
2018-10-16,321.8999938964844,331.3999938964844,317.1000061035156,329.54998779296875,324.34613037109375,1758885.0,ICICIPRULI.NS
2018-10-17,332.29998779296875,341.8999938964844,327.5,329.75,324.54302978515625,1383904.0,ICICIPRULI.NS
2018-10-19,328.54998779296875,335.6000061035156,324.25,328.29998779296875,323.11590576171875,848479.0,ICICIPRULI.NS
2018-10-22,332.0,333.25,315.0,316.5,311.50225830078125,912568.0,ICICIPRULI.NS
2018-10-23,313.0,328.29998779296875,313.0,323.8500061035156,318.7361755371094,1086684.0,ICICIPRULI.NS
2018-10-24,324.3500061035156,332.1499938964844,312.20001220703125,322.8999938964844,317.8011779785156,1903961.0,ICICIPRULI.NS
2018-10-25,318.0,320.5,315.1000061035156,317.70001220703125,312.683349609375,1369004.0,ICICIPRULI.NS
2018-10-26,317.70001220703125,329.04998779296875,314.8999938964844,325.5,320.360107421875,1205447.0,ICICIPRULI.NS
2018-10-29,327.0,334.0,323.6000061035156,333.20001220703125,327.93853759765625,1206562.0,ICICIPRULI.NS
2018-10-30,331.1000061035156,336.8999938964844,321.20001220703125,324.8999938964844,319.7696228027344,2264074.0,ICICIPRULI.NS
2018-10-31,327.75,334.5,323.1000061035156,332.75,327.4956359863281,893211.0,ICICIPRULI.NS
2018-11-01,334.0,348.1499938964844,331.1499938964844,346.45001220703125,342.6268310546875,1497791.0,ICICIPRULI.NS
2018-11-02,349.8999938964844,357.54998779296875,345.8500061035156,352.3999938964844,348.5111389160156,1728706.0,ICICIPRULI.NS
2018-11-05,353.0,359.8999938964844,349.95001220703125,358.8500061035156,354.8899841308594,844735.0,ICICIPRULI.NS
2018-11-06,359.70001220703125,362.5,354.20001220703125,358.8999938964844,354.93939208984375,726091.0,ICICIPRULI.NS
2018-11-07,359.70001220703125,362.0,357.04998779296875,359.8500061035156,355.87896728515625,75314.0,ICICIPRULI.NS
2018-11-09,359.3999938964844,363.8999938964844,355.6000061035156,358.45001220703125,354.494384765625,881627.0,ICICIPRULI.NS
2018-11-12,358.5,362.0,347.3500061035156,350.04998779296875,346.18707275390625,1270118.0,ICICIPRULI.NS
2018-11-13,349.5,360.6499938964844,341.0,354.6499938964844,350.7362976074219,1190425.0,ICICIPRULI.NS
2018-11-14,351.70001220703125,351.70001220703125,329.1499938964844,336.6000061035156,332.8855285644531,3323359.0,ICICIPRULI.NS
2018-11-15,339.0,339.0,325.0,325.95001220703125,322.3530578613281,2595742.0,ICICIPRULI.NS
2018-11-16,327.45001220703125,334.70001220703125,325.1000061035156,328.5,324.8748779296875,1879180.0,ICICIPRULI.NS
2018-11-19,330.8999938964844,331.75,321.0,323.25,319.6828308105469,3040478.0,ICICIPRULI.NS
2018-11-20,325.0,326.8999938964844,319.1000061035156,321.0,317.4576721191406,500464.0,ICICIPRULI.NS
2018-11-21,324.70001220703125,324.70001220703125,318.95001220703125,321.54998779296875,318.0015869140625,391051.0,ICICIPRULI.NS
2018-11-22,321.3999938964844,323.79998779296875,319.20001220703125,320.04998779296875,316.51812744140625,636933.0,ICICIPRULI.NS
2018-11-26,320.0,326.8999938964844,319.95001220703125,325.1000061035156,321.512451171875,1092201.0,ICICIPRULI.NS
2018-11-27,325.0,330.79998779296875,324.6499938964844,327.1000061035156,323.4903564453125,726019.0,ICICIPRULI.NS
2018-11-28,327.45001220703125,330.5,320.04998779296875,321.54998779296875,318.0015869140625,965817.0,ICICIPRULI.NS
2018-11-29,323.8999938964844,325.95001220703125,315.1000061035156,319.6000061035156,316.0730895996094,2797034.0,ICICIPRULI.NS
2018-11-30,321.0,328.3500061035156,316.6000061035156,325.25,321.6607666015625,890176.0,ICICIPRULI.NS
2018-12-03,327.25,327.25,319.6000061035156,321.6499938964844,318.1004943847656,282782.0,ICICIPRULI.NS
2018-12-04,322.0,324.8999938964844,319.0,319.6000061035156,316.0730895996094,329265.0,ICICIPRULI.NS
2018-12-05,319.0,322.29998779296875,316.25,318.20001220703125,314.6885681152344,755990.0,ICICIPRULI.NS
2018-12-06,317.0,317.79998779296875,305.1000061035156,308.20001220703125,304.7989196777344,1820747.0,ICICIPRULI.NS
2018-12-07,312.0,316.70001220703125,308.3500061035156,314.6000061035156,311.1282958984375,1149831.0,ICICIPRULI.NS
2018-12-10,312.0,312.0,304.0,307.20001220703125,303.8099670410156,1976393.0,ICICIPRULI.NS
2018-12-11,301.20001220703125,310.3999938964844,301.20001220703125,306.6000061035156,303.216552734375,837367.0,ICICIPRULI.NS
2018-12-12,307.3999938964844,315.3500061035156,307.3999938964844,313.6000061035156,310.13934326171875,499518.0,ICICIPRULI.NS
2018-12-13,315.3500061035156,323.3999938964844,313.5,314.8500061035156,311.3755187988281,627363.0,ICICIPRULI.NS
2018-12-14,314.0,314.0,309.20001220703125,310.8999938964844,307.4691162109375,383075.0,ICICIPRULI.NS
2018-12-17,310.79998779296875,324.5,310.79998779296875,321.45001220703125,317.9027099609375,1088495.0,ICICIPRULI.NS
2018-12-18,320.95001220703125,323.45001220703125,314.20001220703125,314.95001220703125,311.47442626953125,996731.0,ICICIPRULI.NS
2018-12-19,317.0,318.6000061035156,313.6499938964844,315.5,312.0183410644531,1493014.0,ICICIPRULI.NS
2018-12-20,314.5,325.3500061035156,314.45001220703125,323.25,319.6828308105469,2146165.0,ICICIPRULI.NS
2018-12-21,324.45001220703125,329.3999938964844,319.04998779296875,326.8500061035156,323.24310302734375,1683650.0,ICICIPRULI.NS
2018-12-24,327.0,332.3500061035156,322.29998779296875,324.3999938964844,320.82012939453125,1157794.0,ICICIPRULI.NS
2018-12-26,323.5,323.75,315.5,321.45001220703125,317.9027099609375,435303.0,ICICIPRULI.NS
2018-12-27,326.0,327.54998779296875,320.75,322.8500061035156,319.2872314453125,1222379.0,ICICIPRULI.NS
2018-12-28,324.0,331.0,323.45001220703125,327.8999938964844,324.2815246582031,888126.0,ICICIPRULI.NS
2018-12-31,328.20001220703125,330.3500061035156,320.79998779296875,324.5,320.9190368652344,604759.0,ICICIPRULI.NS
2019-01-01,324.5,327.20001220703125,322.20001220703125,325.8999938964844,322.3035888671875,360248.0,ICICIPRULI.NS
2019-01-02,323.70001220703125,327.0,318.1000061035156,319.79998779296875,316.2708740234375,409481.0,ICICIPRULI.NS
2019-01-03,318.04998779296875,320.8500061035156,315.45001220703125,316.25,312.76007080078125,580055.0,ICICIPRULI.NS
2019-01-04,316.95001220703125,326.29998779296875,316.04998779296875,324.70001220703125,321.1168212890625,1026786.0,ICICIPRULI.NS
2019-01-07,326.1499938964844,328.54998779296875,319.0,319.95001220703125,316.4192810058594,1088274.0,ICICIPRULI.NS
2019-01-08,322.70001220703125,325.29998779296875,320.0,324.45001220703125,320.8695983886719,469102.0,ICICIPRULI.NS
2019-01-09,326.45001220703125,339.8999938964844,325.04998779296875,336.75,333.0338439941406,1983917.0,ICICIPRULI.NS
2019-01-10,338.0,354.0,337.29998779296875,348.5,344.6541748046875,3816361.0,ICICIPRULI.NS
2019-01-11,347.5,359.6499938964844,345.6000061035156,356.54998779296875,352.6153259277344,4202861.0,ICICIPRULI.NS
2019-01-14,354.54998779296875,354.95001220703125,346.6499938964844,350.5,346.63214111328125,809835.0,ICICIPRULI.NS
2019-01-15,347.29998779296875,358.5,343.79998779296875,352.8500061035156,348.9561767578125,1072726.0,ICICIPRULI.NS
2019-01-16,354.0,356.45001220703125,346.04998779296875,347.25,343.41796875,455954.0,ICICIPRULI.NS
2019-01-17,347.8500061035156,353.95001220703125,345.20001220703125,349.75,345.890380859375,1149959.0,ICICIPRULI.NS
2019-01-18,350.1499938964844,353.20001220703125,342.5,351.1499938964844,347.27496337890625,486715.0,ICICIPRULI.NS
2019-01-21,352.45001220703125,355.5,348.54998779296875,351.6499938964844,347.7694091796875,782817.0,ICICIPRULI.NS
2019-01-22,353.0,353.8500061035156,343.45001220703125,345.0,341.19281005859375,878813.0,ICICIPRULI.NS
2019-01-23,330.0,337.0,301.20001220703125,305.3999938964844,302.0298156738281,22509682.0,ICICIPRULI.NS
2019-01-24,307.5,310.3500061035156,301.6000061035156,303.79998779296875,300.4474182128906,3408688.0,ICICIPRULI.NS
2019-01-25,304.6000061035156,308.3500061035156,295.25,299.3999938964844,296.09600830078125,3001422.0,ICICIPRULI.NS
2019-01-28,300.0,302.0,287.25,291.3500061035156,288.1348571777344,1726522.0,ICICIPRULI.NS
2019-01-29,290.8999938964844,297.3999938964844,288.54998779296875,294.3999938964844,291.1512145996094,1204397.0,ICICIPRULI.NS
2019-01-30,294.0,295.45001220703125,291.0,292.1499938964844,288.9260559082031,560770.0,ICICIPRULI.NS
2019-01-31,294.70001220703125,294.70001220703125,283.3999938964844,285.8500061035156,282.695556640625,2719180.0,ICICIPRULI.NS
2019-02-01,288.0,291.54998779296875,282.3999938964844,285.79998779296875,282.6460876464844,1444692.0,ICICIPRULI.NS
2019-02-04,283.3500061035156,285.75,277.3500061035156,284.75,281.6076965332031,1138335.0,ICICIPRULI.NS
2019-02-05,283.6000061035156,287.79998779296875,281.1499938964844,286.29998779296875,283.14056396484375,1113849.0,ICICIPRULI.NS
2019-02-06,286.6499938964844,290.3999938964844,285.6000061035156,288.3500061035156,285.16796875,850787.0,ICICIPRULI.NS
2019-02-07,295.5,314.0,291.6499938964844,311.8999938964844,308.45806884765625,4919994.0,ICICIPRULI.NS
2019-02-08,308.5,317.0,306.8500061035156,313.6000061035156,310.13934326171875,2148588.0,ICICIPRULI.NS
2019-02-11,314.0,314.0,296.04998779296875,298.20001220703125,294.9093017578125,1239764.0,ICICIPRULI.NS
2019-02-12,296.0,307.8500061035156,295.54998779296875,298.6499938964844,295.35430908203125,1040063.0,ICICIPRULI.NS
2019-02-14,304.79998779296875,305.8500061035156,301.1000061035156,304.70001220703125,301.33758544921875,649808.0,ICICIPRULI.NS
2019-02-15,303.95001220703125,313.5,299.6499938964844,303.0,299.6562805175781,1511537.0,ICICIPRULI.NS
2019-02-18,303.8999938964844,307.8999938964844,301.1000061035156,303.5,300.1507873535156,694259.0,ICICIPRULI.NS
2019-02-19,303.0,306.3500061035156,299.0,299.95001220703125,296.63995361328125,408249.0,ICICIPRULI.NS
2019-02-20,301.5,305.70001220703125,300.1000061035156,302.8999938964844,299.5574035644531,452836.0,ICICIPRULI.NS
2019-02-21,303.0,317.8999938964844,301.1000061035156,315.3500061035156,311.8700256347656,1113028.0,ICICIPRULI.NS
2019-02-22,318.0,319.0,312.8500061035156,314.8999938964844,311.42498779296875,1457390.0,ICICIPRULI.NS
2019-02-25,313.04998779296875,328.29998779296875,313.04998779296875,317.1499938964844,313.650146484375,2385566.0,ICICIPRULI.NS
2019-02-26,315.0,315.95001220703125,304.75,312.04998779296875,308.60638427734375,1292569.0,ICICIPRULI.NS
2019-02-27,312.1000061035156,323.04998779296875,312.1000061035156,321.54998779296875,318.0015869140625,1482564.0,ICICIPRULI.NS
2019-02-28,324.25,325.0,317.45001220703125,319.6000061035156,316.0730895996094,1673384.0,ICICIPRULI.NS
2019-03-01,320.25,332.29998779296875,320.25,325.1000061035156,321.512451171875,1603560.0,ICICIPRULI.NS
2019-03-05,326.6000061035156,332.25,323.04998779296875,327.3500061035156,323.7375793457031,1940935.0,ICICIPRULI.NS
2019-03-06,332.0,344.70001220703125,330.25,341.3999938964844,337.63250732421875,4728396.0,ICICIPRULI.NS
2019-03-07,340.95001220703125,340.95001220703125,327.70001220703125,330.20001220703125,326.5561218261719,3415324.0,ICICIPRULI.NS
2019-03-08,323.6000061035156,348.8999938964844,322.6499938964844,342.25,338.47314453125,6848042.0,ICICIPRULI.NS
2019-03-11,343.1000061035156,350.25,340.1499938964844,344.3500061035156,340.54998779296875,2191779.0,ICICIPRULI.NS
2019-03-12,344.70001220703125,353.95001220703125,340.1000061035156,342.3999938964844,338.6214904785156,2624344.0,ICICIPRULI.NS
2019-03-13,344.0,344.0,332.70001220703125,333.79998779296875,330.11639404296875,1394813.0,ICICIPRULI.NS
2019-03-14,336.0,344.95001220703125,334.29998779296875,336.25,332.5393981933594,1183629.0,ICICIPRULI.NS
2019-03-15,337.0,343.29998779296875,335.1000061035156,340.54998779296875,336.7919006347656,1232849.0,ICICIPRULI.NS
2019-03-18,341.0,349.79998779296875,340.25,343.6000061035156,339.8082580566406,1269111.0,ICICIPRULI.NS
2019-03-19,344.95001220703125,351.79998779296875,342.95001220703125,344.6499938964844,340.8466796875,1962361.0,ICICIPRULI.NS
2019-03-20,344.3999938964844,348.04998779296875,340.6499938964844,342.95001220703125,339.16546630859375,508156.0,ICICIPRULI.NS
2019-03-22,335.0,345.79998779296875,327.04998779296875,329.29998779296875,325.66607666015625,2991311.0,ICICIPRULI.NS
2019-03-25,327.0,329.6499938964844,320.20001220703125,322.0,318.4466247558594,1387702.0,ICICIPRULI.NS
2019-03-26,312.1499938964844,326.6499938964844,312.1499938964844,320.25,316.7159423828125,15870756.0,ICICIPRULI.NS
2019-03-27,333.8999938964844,354.0,332.1499938964844,349.20001220703125,345.3464660644531,22460639.0,ICICIPRULI.NS
2019-03-28,337.54998779296875,355.0,336.54998779296875,352.3999938964844,348.5111389160156,14594547.0,ICICIPRULI.NS
2019-04-01,350.25,364.6499938964844,346.75,362.54998779296875,358.54913330078125,3113991.0,ICICIPRULI.NS
2019-04-02,363.8999938964844,371.5,363.54998779296875,369.1499938964844,365.0762939453125,3524383.0,ICICIPRULI.NS
2019-04-03,370.25,374.0,363.45001220703125,365.5,361.4665832519531,2678695.0,ICICIPRULI.NS
2019-04-04,365.79998779296875,365.79998779296875,359.04998779296875,360.75,356.7690124511719,1693763.0,ICICIPRULI.NS
2019-04-05,360.0,374.0,360.0,364.3999938964844,360.37872314453125,2508478.0,ICICIPRULI.NS
2019-04-08,364.3999938964844,367.54998779296875,362.1000061035156,364.54998779296875,360.5270690917969,1319427.0,ICICIPRULI.NS
2019-04-09,366.0,366.04998779296875,359.45001220703125,362.54998779296875,358.54913330078125,1147287.0,ICICIPRULI.NS
2019-04-10,359.0,368.75,357.45001220703125,363.8500061035156,359.8348083496094,1692209.0,ICICIPRULI.NS
2019-04-11,362.1000061035156,369.6000061035156,360.45001220703125,366.29998779296875,362.2577209472656,1099468.0,ICICIPRULI.NS
2019-04-12,367.20001220703125,368.0,363.54998779296875,364.95001220703125,360.92266845703125,1089854.0,ICICIPRULI.NS
2019-04-15,364.95001220703125,369.75,364.29998779296875,366.04998779296875,362.0105285644531,1071010.0,ICICIPRULI.NS
2019-04-16,363.0,369.3500061035156,362.3999938964844,364.70001220703125,360.6754455566406,1805064.0,ICICIPRULI.NS
2019-04-18,364.04998779296875,367.8999938964844,358.3999938964844,366.0,361.9610290527344,1583204.0,ICICIPRULI.NS
2019-04-22,363.95001220703125,376.29998779296875,362.70001220703125,369.1000061035156,365.02685546875,3711783.0,ICICIPRULI.NS
2019-04-23,370.5,378.0,366.1499938964844,369.5,365.4224548339844,2349453.0,ICICIPRULI.NS
2019-04-24,369.5,370.75,360.54998779296875,363.20001220703125,359.1919860839844,868310.0,ICICIPRULI.NS
2019-04-25,362.0,380.25,362.0,367.70001220703125,363.6423645019531,6376155.0,ICICIPRULI.NS
2019-04-26,368.3999938964844,371.3500061035156,363.5,369.04998779296875,364.9774169921875,1237193.0,ICICIPRULI.NS
2019-04-30,366.70001220703125,372.5,363.25,369.29998779296875,365.2246398925781,1348447.0,ICICIPRULI.NS
2019-05-02,369.0,377.3999938964844,365.70001220703125,374.95001220703125,370.8122863769531,1866319.0,ICICIPRULI.NS
2019-05-03,376.0,377.25,371.0,372.04998779296875,367.94427490234375,875063.0,ICICIPRULI.NS
2019-05-06,372.04998779296875,376.45001220703125,365.0,368.75,364.68072509765625,745549.0,ICICIPRULI.NS
2019-05-07,368.1000061035156,373.29998779296875,363.0,365.0,360.97210693359375,589731.0,ICICIPRULI.NS
2019-05-08,361.25,365.3500061035156,354.6499938964844,356.8999938964844,352.96148681640625,1318064.0,ICICIPRULI.NS
2019-05-09,358.0,367.6000061035156,355.0,359.5,355.53277587890625,1250922.0,ICICIPRULI.NS
2019-05-10,361.6499938964844,361.70001220703125,351.0,352.1000061035156,348.2144470214844,1281570.0,ICICIPRULI.NS
2019-05-13,350.8999938964844,353.8500061035156,335.1000061035156,337.20001220703125,333.4789123535156,929738.0,ICICIPRULI.NS
2019-05-14,335.1000061035156,338.25,322.6499938964844,334.1499938964844,330.4625244140625,3043160.0,ICICIPRULI.NS
2019-05-15,337.8999938964844,346.70001220703125,336.1499938964844,339.04998779296875,335.3084411621094,1798144.0,ICICIPRULI.NS
2019-05-16,340.70001220703125,342.95001220703125,332.04998779296875,334.8500061035156,331.15484619140625,1124058.0,ICICIPRULI.NS
2019-05-17,334.6499938964844,343.1000061035156,332.3999938964844,339.25,335.50628662109375,943154.0,ICICIPRULI.NS
2019-05-20,345.0,362.29998779296875,343.6000061035156,357.29998779296875,353.3570556640625,1385238.0,ICICIPRULI.NS
2019-05-21,356.1000061035156,360.54998779296875,345.20001220703125,346.79998779296875,342.9729309082031,1318952.0,ICICIPRULI.NS
2019-05-22,347.1000061035156,352.3500061035156,343.70001220703125,347.0,343.1707458496094,1982318.0,ICICIPRULI.NS
2019-05-23,352.1000061035156,363.0,352.1000061035156,356.3999938964844,352.4670104980469,3281526.0,ICICIPRULI.NS
2019-05-24,357.0,389.95001220703125,350.54998779296875,369.79998779296875,365.7190856933594,5306806.0,ICICIPRULI.NS
2019-05-27,369.0,389.95001220703125,368.70001220703125,386.25,381.98760986328125,1802891.0,ICICIPRULI.NS
2019-05-28,387.0,390.0,376.6000061035156,386.0,381.7403564453125,1006870.0,ICICIPRULI.NS
2019-05-29,384.3999938964844,384.8999938964844,376.54998779296875,382.5,378.27899169921875,759445.0,ICICIPRULI.NS
2019-05-30,388.0,396.5,384.1000061035156,386.79998779296875,382.531494140625,4532136.0,ICICIPRULI.NS
2019-05-31,389.0,394.8999938964844,380.29998779296875,387.75,383.4710388183594,3400155.0,ICICIPRULI.NS
2019-06-03,395.0,403.6499938964844,388.75,398.20001220703125,393.8057556152344,4198808.0,ICICIPRULI.NS
2019-06-04,398.5,399.20001220703125,389.70001220703125,394.79998779296875,390.4432373046875,1754137.0,ICICIPRULI.NS
2019-06-06,392.0,395.0,378.0,379.0,374.81756591796875,1005205.0,ICICIPRULI.NS
2019-06-07,376.0,388.0,376.0,385.54998779296875,381.2952880859375,1313248.0,ICICIPRULI.NS
2019-06-10,387.8999938964844,390.0,375.29998779296875,379.0,374.81756591796875,2072780.0,ICICIPRULI.NS
